Genre,MovieName,tags,language
Comedy Family Fantasy,hocus pocus,Comedy Family Fantasy Kenny Ortega Vinessa Shaw Omri Katz Larry Bagby,en
Comedy Drama Romance,no reservations,Comedy Drama Romance Scott Hicks Zoë Kravitz Lily Rabe Bob Balaban,en
Action Comedy,kick-ass,Action Comedy Matthew Vaughn Elizabeth McGovern Deborah Twiss Michael Rispoli,en
Action Comedy Crime,30 minutes or less,Action Comedy Crime Ruben Fleischer Bianca Kajlich Dilshad Vadsaria Fred Ward,en
Action Fantasy Horror Thriller,dracula 2000,Action Fantasy Horror Thriller Patrick Lussier Gerard Butler Danny Masterson Jeri Ryan,en
Comedy Family,"alexander and the terrible, horrible, no good, very bad day",Comedy Family Miguel Arteta Bella Thorne Steve Carell Jennifer Garner,en
Drama Romance,pride & prejudice,Drama Romance Joe Wright Talulah Riley Brenda Blethyn Simon Woods,en
Sci-Fi Thriller,blade runner,Sci-Fi Thriller Ridley Scott Harrison Ford Sean Young M. Emmet Walsh,en
Adventure Biography,rob roy,Adventure Biography Michael Caton-Jones Liam Neeson Jason Flemyng Eric Stoltz,en
Action Drama Thriller,3 days to kill,Action Drama Thriller McG Connie Nielsen Richard Sammel Tómas Lemarquis,en
Crime Drama Thriller,we own the night,Crime Drama Thriller James Gray Robert Duvall Oleg Taktarov Antoni Corone,en
Drama Horror Thriller,lost souls,Drama Horror Thriller Janusz Kaminski Philip Baker Hall Bob Clendenin Ben Chaplin,en
Documentary,winged migration,Documentary Jacques Perrin Jacques Perrin Philippe Labro ,en
Comedy Fantasy Romance,just my luck,Comedy Fantasy Romance Donald Petrie Samaire Armstrong Carlos Ponce Faizon Love,en
Comedy Drama Sport,"mystery, alaska",Comedy Drama Sport Jay Roach Scott Grimes Mary McCormack Ron Eldard,en
Action Comedy Family,the spy next door,Action Comedy Family Brian Levant Madeline Carroll Amber Valletta George Lopez,en
Comedy Family Fantasy,a simple wish,Comedy Family Fantasy Michael Ritchie Mara Wilson Francis Capra Kathleen Turner,en
Action Horror Sci-Fi,ghosts of mars,Action Horror Sci-Fi John Carpenter Jason Statham Clea DuVall Natasha Henstridge,en
Comedy Drama,our brand is crisis,Comedy Drama David Gordon Green Dominic Flores Zoe Kazan Scoot McNairy,en
Action Horror Romance,pride and prejudice and zombies,Action Horror Romance Burr Steers Matt Smith Bella Heathcote Sam Riley,en
Biography Drama History War,kundun,Biography Drama History War Martin Scorsese Tenzin Thuthob Tsarong Tulku Jamyang Kunga Tenzin Tencho Gyalpo,en
Comedy Drama Romance,how to lose friends & alienate people,Comedy Drama Romance Robert B. Weide James Corden Katherine Parkinson Fenella Woolgar,en
Action Comedy Crime,kick-ass 2,Action Comedy Crime Jeff Wadlow Chloë Grace Moretz Donald Faison Augustus Prew,en
Adventure Drama History Romance Thriller War,captain alatriste: the spanish musketeer,Adventure Drama History Romance Thriller War Agustín Díaz Yanes Viggo Mortensen Elena Anaya Eduardo Noriega,en
Action Crime Drama Thriller,brick mansions,Action Crime Drama Thriller Camille Delamarre Paul Walker Robert Maillet RZA,en
Action Adventure Thriller,octopussy,Action Adventure Thriller John Glen Louis Jourdan Kabir Bedi Steven Berkoff,en
Comedy Romance,knocked up,Comedy Romance Judd Apatow Harold Ramis Martin Starr Charlyne Yi,en
Drama,my sister's keeper,Drama Nick Cassavetes Jason Patric Sofia Vassilieva Jeffrey Markle,en
Comedy Drama Romance,"welcome home, roscoe jenkins",Comedy Drama Romance Malcolm D. Lee Mo'Nique Mike Epps Cedric the Entertainer,en
Adventure Drama History,a passage to india,Adventure Drama History David Lean Richard Wilson Judy Davis Art Malik,en
Crime Drama Romance Thriller,notes on a scandal,Crime Drama Romance Thriller Richard Eyre Phil Davis Andrew Simpson Shaun Parkes,en
Drama Thriller,rendition,Drama Thriller Gavin Hood J.K. Simmons Jake Gyllenhaal Meryl Streep,en
Crime Drama Sci-Fi Thriller,limitless,Crime Drama Sci-Fi Thriller Colin Salmon Mary Elizabeth Mastrantonio Jake McDorman,en
Action Adventure Sci-Fi Thriller,star trek vi: the undiscovered country,Action Adventure Sci-Fi Thriller Nicholas Meyer Leonard Nimoy Kurtwood Smith Nichelle Nichols,en
Drama,divine secrets of the ya-ya sisterhood,Drama Callie Khouri Ellen Burstyn Fionnula Flanagan Matthew Settle,en
Adventure Drama Family Fantasy,the jungle book,Adventure Drama Family Fantasy Jon Favreau Scarlett Johansson Bill Murray Garry Shandling,en
Crime Drama Mystery Thriller,kiss the girls,Crime Drama Mystery Thriller Gary Fleder Morgan Freeman Tony Goldwyn Tatyana Ali,en
Action Comedy Crime Music,the blues brothers,Action Comedy Crime Music John Landis John Belushi Aretha Franklin Ray Charles,en
Comedy Drama Family Romance,the sisterhood of the traveling pants 2,Comedy Drama Family Romance Sanaa Hamri America Ferrera Blythe Danner Michael Rady,en
Comedy Music,joyful noise,Comedy Music Todd Graff Dolly Parton Jeremy Jordan Jesse L. Martin,en
Comedy Drama Romance,about a boy,Comedy Drama Romance Chris Weitz Sharon Small Christopher Webster Peter McNicholl,en
Action Comedy Horror,lake placid,Action Comedy Horror Steve Miner Oliver Platt Bridget Fonda Ty Olsson,en
Adventure Drama History,the right stuff,Adventure Drama History Philip Kaufman Dennis Quaid Scott Glenn Sam Shepard,en
Drama History Thriller,anonymous,Drama History Thriller Roland Emmerich Vanessa Redgrave Joely Richardson Rafe Spall,en
Adventure Drama Family Fantasy,the neverending story,Adventure Drama Family Fantasy Wolfgang Petersen Gerald McRaney Barret Oliver Alan Oppenheimer,en
Action Drama Fantasy Mystery Sci-Fi Thriller,dark city,Action Drama Fantasy Mystery Sci-Fi Thriller Alex Proyas Rufus Sewell William Hurt Bruce Spence,en
Biography Drama History Romance,the duchess,Biography Drama History Romance Saul Dibb Dominic Cooper Hayley Atwell Charlotte Rampling,en
Comedy Family,the honeymooners,Comedy Family Jackie Gleason Art Carney Joyce Randolph,en
Adventure Family Fantasy Horror Mystery,return to oz,Adventure Family Fantasy Horror Mystery Walter Murch Piper Laurie Jean Marsh Tim Rose,en
Action Crime Drama History Western,the newton boys,Action Crime Drama History Western Richard Linklater Matthew McConaughey Lew Temple Dwight Yoakam,en
Horror Mystery Thriller,case 39,Horror Mystery Thriller Christian Alvart Bradley Cooper Callum Rennie Vanesa Tomasino,en
Crime Drama Mystery Thriller,suspect zero,Crime Drama Mystery Thriller E. Elias Merhige Harry Lennix Kevin Chamberlin William Mapother,en
Comedy Drama Family,martian child,Comedy Drama Family Menno Meyjes Oliver Platt Richard Schiff Sophie Okonedo,en
Action Adventure Comedy Family Sci-Fi,spy kids: all the time in the world in 4d,Action Adventure Comedy Family Sci-Fi Robert Rodriguez Alexa PenaVega Joel McHale Daryl Sabara,en
Crime Drama Thriller,money monster,Crime Drama Thriller Jodie Foster Julia Roberts Jack O'Connell Chris Bauer,en
Action Comedy Crime Thriller,formula 51,Action Comedy Crime Thriller Ronny Yu Meat Loaf Junix Inocian Paul Barber,en
Comedy Crime Drama,flawless,Comedy Crime Drama Joel Schumacher Robert De Niro Philip Seymour Hoffman Chris Bauer,en
Crime Horror Mystery Thriller,mindhunters,Crime Horror Mystery Thriller Renny Harlin LL Cool J Clifton Collins Jr. Eion Bailey,en
Comedy Drama,what just happened,Comedy Drama Barry Levinson Robert De Niro Robin Wright Kristen Stewart,en
Drama Thriller,the statement,Drama Thriller Norman Jewison Charlotte Rampling Colin Salmon John Neville,en
Drama Musical Romance,the magic flute,Drama Musical Romance Kenneth Branagh Kim-Marie Woodhouse Amy Carson Joseph Kaiser,en
Action Comedy Crime,paul blart: mall cop,Action Comedy Crime Steve Carr Erick Avari Adhir Kalyan Allen Covert,en
Comedy Family Fantasy Music Romance,freaky friday,Comedy Family Fantasy Music Romance Mark Waters Jamie Lee Curtis Julie Gonzalo Willie Garson,en
Comedy Romance,the 40-year-old virgin,Comedy Romance Judd Apatow Steve Carell Romany Malco Gerry Bednob,en
Comedy Drama Romance,shakespeare in love,Comedy Drama Romance John Madden Tom Wilkinson Martin Clunes Simon Callow,en
Crime Drama Mystery Thriller,a walk among the tombstones,Crime Drama Mystery Thriller Scott Frank Liam Neeson Boyd Holbrook David Harbour,en
Action Comedy Crime,kindergarten cop,Action Comedy Crime Ivan Reitman Richard Tyson Cathy Moriarty Penelope Ann Miller,en
Action Comedy Crime,pineapple express,Action Comedy Crime David Gordon Green James Franco Gary Cole Rosie Perez,en
Comedy Drama Romance,ever after: a cinderella story,Comedy Drama Romance Andy Tennant Anjelica Huston Dougray Scott Jeanne Moreau,en
Drama Romance Western,open range,Drama Romance Western Kevin Costner Robert Duvall Michael Jeter Julian Richings,en
Drama Horror Sci-Fi Thriller,flatliners,Drama Horror Sci-Fi Thriller Joel Schumacher Julia Roberts Oliver Platt Hope Davis,en
Comedy,it's always sunny in philadelphia,Comedy Rob McElhenney Kaitlin Olson Glenn Howerton,en
Drama History War,a bridge too far,Drama History War Richard Attenborough Ryan O'Neal Dirk Bogarde Wolfgang Preiss,en
Mystery Thriller,red eye,Mystery Thriller Wes Craven Robert Pine Carl Gilliard Suzie Plakson,en
Horror Thriller,final destination 2,Horror Thriller David R. Ellis Sarah Carter Michael Landes Keegan Connor Tracy,en
Adventure Comedy Crime Music,"o brother, where art thou?",Adventure Comedy Crime Music Joel Coen Holly Hunter Tim Blake Nelson Daniel von Bargen,en
Action Fantasy Horror,legion,Action Fantasy Horror Scott Stewart Dennis Quaid Kate Walsh Charles S. Dutton,en
Comedy Crime Drama,pain & gain,Comedy Crime Drama Michael Bay Dwayne Johnson Larry Hankin Michael Rispoli,en
Comedy Drama Romance,in good company,Comedy Drama Romance Paul Weitz Scarlett Johansson Ty Burrell Dennis Quaid,en
Action Adventure Comedy Sci-Fi Thriller,clockstoppers,Action Adventure Comedy Sci-Fi Thriller Jonathan Frakes Michael Biehn Paula Garcés Jason George,en
Action Crime Drama Western,silverado,Action Crime Drama Western Lawrence Kasdan Scott Glenn Todd Allen Brad Leland,en
Action Adventure Comedy Family Romance Sci-Fi,agent cody banks 2: destination london,Action Adventure Comedy Family Romance Sci-Fi Kevin Allen Daniel Roebuck Frankie Muniz David Kelly,en
Comedy Romance,new year's eve,Comedy Romance Garry Marshall Robert De Niro Common Seth Meyers,en
Drama Mystery Romance Thriller,original sin,Drama Mystery Romance Thriller Michael Cristofer Angelina Jolie Pitt Gregory Itzin Jack Thompson,en
Crime Mystery Thriller,the raven,Crime Mystery Thriller James McTeigue Pam Ferris Dave Legeno Kevin McNally,en
Comedy Romance,welcome to mooseport,Comedy Romance Donald Petrie Rip Torn Ray Romano Maura Tierney,en
Action Fantasy Romance Sci-Fi,highlander: the final dimension,Action Fantasy Romance Sci-Fi Andrew Morahan Christopher Lambert Mako Mario Van Peebles,en
Crime Drama Thriller,blood and wine,Crime Drama Thriller Bob Rafelson Harold Perrineau Mike Starr Judy Davis,en
Fantasy Horror,snow white: a tale of terror,Fantasy Horror Michael Cohn David Conrad Chris Bauer Monica Keena,en
Comedy Crime Mystery Romance,the curse of the jade scorpion,Comedy Crime Mystery Romance Woody Allen Woody Allen Elizabeth Berkley Peter Gerety,en
Comedy Romance,accidental love,Comedy Romance David O. Russell Jake Gyllenhaal Kirstie Alley Beverly D'Angelo,en
Adventure Family,flipper,Adventure Family Alan Shapiro Paul Hogan Chelsea Field Jessica Wesson,en
Action Mystery Sci-Fi Thriller,self/less,Action Mystery Sci-Fi Thriller Tarsem Singh Ryan Reynolds Derek Luke Sandra Ellis Lafferty,en
Drama Mystery Romance Thriller,the constant gardener,Drama Mystery Romance Thriller Fernando Meirelles Archie Panjabi Danny Huston Donald Sumpter,en
Drama,the passion of the christ,Drama Mel Gibson Christo Jivkov Maia Morgenstern Hristo Shopov,en
Comedy Drama Family Romance,mrs. doubtfire,Comedy Drama Family Romance Chris Columbus Robin Williams Mara Wilson Matthew Lawrence,en
Drama,rain man,Drama Barry Levinson Tom Cruise Valeria Golino Beth Grant,en
Drama,gran torino,Drama Clint Eastwood Clint Eastwood Dreama Walker Ahney Her,en
Biography Drama History,w.,Biography Drama History Oliver Stone Toby Jones Scott Glenn Bruce McGill,en
Action Thriller,taken,Action Thriller Pierre Morel Liam Neeson Holly Valance Xander Berkeley,en
Drama Romance,the best of me,Drama Romance Michael Hoffman Luke Bracey Gerald McRaney Clarke Peters,en
Action Drama Music Romance,the bodyguard,Action Drama Music Romance Mick Jackson Bill Cobbs Mike Starr DeVaughn Nixon,en
Biography Drama History,schindler's list,Biography Drama History Steven Spielberg Liam Neeson Embeth Davidtz Caroline Goodall,en
Drama,the help,Drama Tate Taylor Emma Stone Bryce Dallas Howard Mike Vogel,en
Biography Drama Thriller,the fifth estate,Biography Drama Thriller Bill Condon Benedict Cumberbatch Peter Capaldi Jamie Blackley,en
Adventure Comedy Family Fantasy Horror Mystery,scooby-doo 2: monsters unleashed,Adventure Comedy Family Fantasy Horror Mystery Raja Gosnell Sarah Michelle Gellar Linda Cardellini Tim Blake Nelson,en
Adventure Fantasy Mystery Thriller,viy,Adventure Fantasy Mystery Thriller Oleg Stepchenko Jason Flemyng Igor Jijikine Agnia Ditkovskite,en
Action Horror Thriller,freddy vs. jason,Action Horror Thriller Ronny Yu Katharine Isabelle Jason Ritter Zack Ward,en
Drama,the face of an angel,Drama Michael Winterbottom Cara Delevingne Ava Acres Sara Stewart,en
Action Adventure Animation Comedy Family Sci-Fi,jimmy neutron: boy genius,Action Adventure Animation Comedy Family Sci-Fi John A. Davis Martin Short Rob Paulsen Andrea Martin,en
Action Adventure Horror Sci-Fi,cloverfield,Action Adventure Horror Sci-Fi Matt Reeves Mike Vogel Ben Feldman Liza Lapira,en
Action Adventure Comedy Family Sci-Fi,teenage mutant ninja turtles ii: the secret of the ooze,Action Adventure Comedy Family Sci-Fi Michael Pressman Kevin Nash Paige Turco Ernie Reyes Jr.,en
Crime Drama Thriller,the untouchables,Crime Drama Thriller Brian De Palma Robert De Niro Billy Drago Charles Martin Smith,en
Crime Drama Thriller,no country for old men,Crime Drama Thriller Ethan Coen Kelly Macdonald Stephen Root Barry Corbin,en
Action Comedy Crime Romance,ride along,Action Comedy Crime Romance Tim Story Bruce McGill Tika Sumpter Bryan Callen,en
Comedy Drama Romance,bridget jones's diary,Comedy Drama Romance Sharon Maguire Colin Firth Jim Broadbent Shirley Henderson,en
Drama Romance,chocolat,Drama Romance Lasse Hallström Lena Olin Leslie Caron Hugh O'Conor,en
Comedy,"legally blonde 2: red, white & blonde",Comedy Charles Herman-Wurmfeld Mary Lynn Rajskub Bruce McGill Bob Newhart,en
Comedy Family,parental guidance,Comedy Family Andy Fickman Bailee Madison Gedde Watanabe Tom Everett Scott,en
Comedy Romance,no strings attached,Comedy Romance Ivan Reitman Natalie Portman Greta Gerwig Mindy Kaling,en
Action Biography Drama History Romance Western,tombstone,Action Biography Drama History Romance Western George P. Cosmatos Michael Biehn Dana Delany Powers Boothe,en
Action Crime Thriller,romeo must die,Action Crime Thriller Andrzej Bartkowiak Jet Li Delroy Lindo Aaliyah,en
Horror,final destination 3,Horror James Wong Chelan Simmons Gina Holden Crystal Lowe,en
Drama Romance,the lucky one,Drama Romance Scott Hicks Blythe Danner Riley Thomas Stewart Jay R. Ferguson,en
Adventure Drama Family Fantasy,bridge to terabithia,Adventure Drama Family Fantasy Gabor Csupo Josh Hutcherson Zooey Deschanel Bailee Madison,en
Biography Drama Family,finding neverland,Biography Drama Family Marc Forster Johnny Depp Kate Winslet Kelly Macdonald,en
Comedy Drama,a madea christmas,Comedy Drama Tyler Perry Alicia Witt Tika Sumpter Larry the Cable Guy,en
Action Adventure Drama Thriller,the grey,Action Adventure Drama Thriller Joe Carnahan Liam Neeson Frank Grillo James Badge Dale,en
Drama Horror Mystery Thriller,hide and seek,Drama Horror Mystery Thriller John Polson Robert De Niro Dylan Baker Robert John Burke,en
Comedy,anchorman: the legend of ron burgundy,Comedy Adam McKay Darcy Donavan Will Ferrell Steve Carell,en
Biography Crime Drama,goodfellas,Biography Crime Drama Martin Scorsese Robert De Niro Mike Starr Paul Sorvino,en
Action Adventure Comedy Crime Family Romance Thriller,agent cody banks,Action Adventure Comedy Crime Family Romance Thriller Harald Zwart Daniel Roebuck Frankie Muniz Chris Gauthier,en
Comedy Family Fantasy,nanny mcphee,Comedy Family Fantasy Kirk Jones Colin Firth Kelly Macdonald Imelda Staunton,en
Crime Drama,scarface,Crime Drama Brian De Palma Al Pacino F. Murray Abraham Mary Elizabeth Mastrantonio,en
Action Adventure Comedy Crime,nothing to lose,Action Adventure Comedy Crime Steve Oedekerk Kelly Preston Michael McKean Rebecca Gayheart,en
Biography Drama History,the last emperor,Biography Drama History Bernardo Bertolucci Cary-Hiroyuki Tagawa Joan Chen Victor Wong,en
Action Crime Drama Thriller,contraband,Action Crime Drama Thriller Baltasar Kormákur J.K. Simmons David O'Hara Lukas Haas,en
Action Comedy Crime Thriller,money talks,Action Comedy Crime Thriller Brett Ratner Heather Locklear Paul Sorvino Faizon Love,en
Drama,there will be blood,Drama Paul Thomas Anderson Jim Meskimen Paul F. Tompkins Kevin Breznahan,en
Adventure Animation Comedy Family Fantasy,the wild thornberrys movie,Adventure Animation Comedy Family Fantasy Cathy Malkasian Alfre Woodard Flea Cree Summer,en
Adventure Animation Comedy Family Fantasy Musical,rugrats go wild,Adventure Animation Comedy Family Fantasy Musical John Eng Elizabeth Daily Cree Summer Nancy Cartwright,en
Action Comedy,undercover brother,Action Comedy Malcolm D. Lee Dave Chappelle Eddie Griffin Chi McBride,en
Comedy Drama Family Romance,the sisterhood of the traveling pants,Comedy Drama Family Romance Ken Kwapis Mike Vogel America Ferrera Kyle Schmid,en
Action Crime Drama Thriller,kiss of the dragon,Action Crime Drama Thriller Chris Nahon Jet Li Bridget Fonda Max Ryan,en
Comedy Romance,the house bunny,Comedy Romance Fred Wolf Emma Stone Katharine McPhee Beverly D'Angelo,en
Comedy,beauty shop,Comedy Bille Woodruff Alfre Woodard Keshia Knight Pulliam LisaRaye McCoy,en
Biography Drama Sport,million dollar arm,Biography Drama Sport Craig Gillespie Jon Hamm Suraj Sharma Gregory Alan Williams,en
Drama Romance Sci-Fi,the giver,Drama Romance Sci-Fi Phillip Noyce Jeff Bridges Meryl Streep Alexander Skarsgård,en
Comedy Drama Family Romance,what a girl wants,Comedy Drama Family Romance Dennie Gordon Colin Firth Oliver James Kelly Preston,en
Horror,jeepers creepers ii,Horror Victor Salva Nicki Aycox Jonathan Breck Billy Aaron Brown,en
Comedy Romance,good luck chuck,Comedy Romance Mark Helfrich Dane Cook Dan Fogler Chelan Simmons,en
Action Crime Drama Thriller,cradle 2 the grave,Action Crime Drama Thriller Andrzej Bartkowiak Jet Li Tom Arnold DMX,en
Drama Romance,the hours,Drama Romance Stephen Daldry Meryl Streep Stephen Dillane Miranda Richardson,en
Comedy Romance,she's the man,Comedy Romance Andy Fickman Channing Tatum Alexandra Breckenridge Laura Ramsey,en
Comedy Family,mr. bean's holiday,Comedy Family Steve Bendelack Lily Atkinson Emma de Caunes Steve Pemberton,en
Action Adventure Horror Thriller,anacondas: the hunt for the blood orchid,Action Adventure Horror Thriller Dwight H. Little Nicholas Gonzalez Salli Richardson-Whitfield Johnny Messner,en
Crime Drama Thriller,blood ties,Crime Drama Thriller Guillaume Canet Mila Kunis Lili Taylor Billy Crudup,en
Drama Music,august rush,Drama Music Kirsten Sheridan Robin Williams Aaron Staton Marian Seldes,en
Biography Drama History,elizabeth,Biography Drama History Shekhar Kapur Fanny Ardant John Gielgud Eric Cantona,en
Comedy Fantasy Horror Romance,bride of chucky,Comedy Fantasy Horror Romance Ronny Yu Alexis Arquette Park Bench Vince Corazza,en
Action Drama History War,tora! tora! tora!,Action Drama History War Richard Fleischer Joseph Cotten Richard Anderson James Whitmore,en
Comedy Family Music,spice world,Comedy Family Music Bob Spiers Jason Flemyng Richard Briers Victoria Beckham,en
Comedy,the sitter,Comedy David Gordon Green Ari Graynor J.B. Smoove Kylie Bunbury,en
Action Comedy Music,dance flick,Action Comedy Music Damien Dante Wayans Damon Wayans Jr. Essence Atkins Chris Elliott,en
Crime Drama,the shawshank redemption,Crime Drama Frank Darabont Morgan Freeman Jeffrey DeMunn Bob Gunton,en
Adventure Comedy Crime,crocodile dundee in los angeles,Adventure Comedy Crime Simon Wincer Jere Burns Paul Hogan Linda Kozlowski,en
Comedy Sport,kingpin,Comedy Sport Bobby Farrelly Bill Murray Lin Shaye Richard Tyson,en
Drama,august: osage county,Drama John Wells Benedict Cumberbatch Meryl Streep Julia Roberts,en
Comedy Drama Family Sport,ice princess,Comedy Drama Family Sport Tim Fywell Connie Ray Trevor Blumas Amy Stewart,en
Comedy Drama Romance,a lot like love,Comedy Drama Romance Nigel Cole Aimee Garcia Tyrone Giordano James Read,en
Drama Sport,he got game,Drama Sport Spike Lee Denzel Washington Milla Jovovich Rosario Dawson,en
Comedy Drama Romance,don juan demarco,Comedy Drama Romance Jeremy Leven Johnny Depp Marlon Brando Faye Dunaway,en
Animation Comedy Family,shaun the sheep,Animation Comedy Family Justin Fletcher John Sparkes Kate Harbour,en
Drama Romance War,dear john,Drama Romance War Lasse Hallström Channing Tatum Henry Thomas Scott Porter,en
Action Crime Drama Mystery Thriller,the losers,Action Crime Drama Mystery Thriller Sylvain White Chris Evans Jason Patric Óscar Jaenada,en
Fantasy Horror Thriller,don't be afraid of the dark,Fantasy Horror Thriller Troy Nixey Bailee Madison Alan Dale Jack Thompson,en
Action Crime Thriller,war,Action Crime Thriller Philip G. Atwell Jason Statham Jet Li Nadine Velazquez,en
Comedy Drama Romance Thriller,punch-drunk love,Comedy Drama Romance Thriller Paul Thomas Anderson Adam Sandler Emily Watson Don McManus,en
Comedy,eurotrip,Comedy Jeff Schaffer Matt Damon Scott Mechlowicz Jacob Pitts,en
Action Crime Thriller,half past dead,Action Crime Thriller Don Michael Paul Claudia Christian Nia Peeples Tony Plana,en
Adventure Comedy Family Romance,unaccompanied minors,Adventure Comedy Family Romance Paul Feig Tyler James Williams Rob Riggle B.J. Novak,en
Drama,"bright lights, big city",Drama James Bridges Dianne Wiest Phoebe Cates Swoosie Kurtz,en
Adventure Family Fantasy Musical,the adventures of pinocchio,Adventure Family Fantasy Musical Steve Barron Martin Landau Udo Kier Bebe Neuwirth,en
Drama History Sport,the greatest game ever played,Drama History Sport Bill Paxton Stephen Dillane Matthew Knight Amanda Tilson,en
Drama Fantasy Mystery Thriller,the box,Drama Fantasy Mystery Thriller Richard Kelly Frank Langella Gillian Jacobs Celia Weston,en
Horror,the ruins,Horror Carter Smith Laura Ramsey Jonathan Tucker Sergio Calderón,en
Comedy Drama Romance,the next best thing,Comedy Drama Romance John Schlesinger Mark Valley Rupert Everett Illeana Douglas,en
Comedy Drama Romance,the girl next door,Comedy Drama Romance Luke Greenfield Chris Marquette Timothy Bottoms Jacob Young,en
Action Crime Mystery Romance Thriller,maximum risk,Action Crime Mystery Romance Thriller Ringo Lam Natasha Henstridge Zach Grenier Paul Ben-Victor,en
Biography Crime Drama History Thriller,legend,Biography Crime Drama History Thriller Brian Helgeland Tom Hardy Paul Anderson Tara Fitzgerald,en
Comedy,hot rod,Comedy Akiva Schaffer Sissy Spacek Jorma Taccone Chris Parnell,en
Horror Thriller,shark night 3d,Horror Thriller David R. Ellis Chris Zylka Joel David Moore Katharine McPhee,en
Drama,angela's ashes,Drama Alan Parker Emily Watson Devon Murray Pauline McLynn,en
Drama Sport,draft day,Drama Sport Ivan Reitman Jennifer Garner Chi McBride Patrick St. Esprit,en
Action Horror Sci-Fi Thriller,lifeforce,Action Horror Sci-Fi Thriller Tobe Hooper Frank Finlay Steve Railsback Peter Firth,en
Action Animation Comedy Family Fantasy Sci-Fi,the powerpuff girls,Action Animation Comedy Family Fantasy Sci-Fi Elizabeth Daily Jennifer Hale Tom Kane,en
Crime Drama History,the conspirator,Crime Drama History Robert Redford Robin Wright Tom Wilkinson Stephen Root,en
Biography Drama Sport,lords of dogtown,Biography Drama Sport Catherine Hardwicke Heath Ledger Michael Angarano Rebecca De Mornay,en
Biography Drama History,the 33,Biography Drama History Patricia Riggen Marco Treviño James Brolin Jacob Vargas,en
Action Adventure Comedy Fantasy,big trouble in little china,Action Adventure Comedy Fantasy John Carpenter Victor Wong Kate Burton Peter Kwong,en
Comedy Romance,a perfect plan,Comedy Romance Pascal Chaumeil Dany Boon Malonn Lévana Alice Pol,en
Drama Sport,warrior,Drama Sport Gavin O'Connor Tom Hardy Frank Grillo Kevin Dunn,en
Biography Drama Thriller War,michael collins,Biography Drama Thriller War Neil Jordan Alan Rickman Liam Neeson Julia Roberts,en
Drama History War,gettysburg,Drama History War Ron Maxwell Tom Berenger William Morgan Sheppard James Patrick Stuart,en
Drama War,stop-loss,Drama War Kimberly Peirce Joseph Gordon-Levitt Channing Tatum Abbie Cornish,en
Drama Music Mystery Romance Thriller,abandon,Drama Music Mystery Romance Thriller Stephen Gaghan Charlie Hunnam Zooey Deschanel Tony Goldwyn,en
Drama Mystery Thriller,brokedown palace,Drama Mystery Thriller Jonathan Kaplan John Doe Tom Amandes Daniel Lapaine,en
Comedy Drama Romance,mrs. winterbourne,Comedy Drama Romance Richard Benjamin Brendan Fraser Jane Krakowski Cathryn de Prume,en
Action Drama Thriller,straw dogs,Action Drama Thriller Rod Lurie Alexander Skarsgård Laz Alonso Rhys Coiro,en
Comedy Drama,the hoax,Comedy Drama Lasse Hallström Hope Davis Christopher Evan Welch James Biberi,en
Action Crime Drama Thriller,stone cold,Action Crime Drama Thriller Craig R. Baxley Brian Bosworth Sam McMurray Richard Gant,en
Adventure Drama,the road,Adventure Drama John Hillcoat Viggo Mortensen Charlize Theron Robert Duvall,en
Adventure Fantasy,sheena,Adventure Fantasy John Guillermin Tanya Roberts Donovan Scott Ted Wass,en
Action Comedy Crime Drama Thriller,underclassman,Action Comedy Crime Drama Thriller Marcos Siega Cheech Marin Nick Cannon Kaylee DeFer,en
Comedy Romance,say it isn't so,Comedy Romance J.B. Rogers Eddie Cibrian Chris Klein Jack Plotnick,en
Biography Drama Sport,the world's fastest indian,Biography Drama Sport Roger Donaldson Anthony Hopkins Antony Starr Craig Hall,en
Action Adventure Crime Drama Thriller,snakes on a plane,Action Adventure Crime Drama Thriller David R. Ellis Lin Shaye Kenan Thompson Rachel Blanchard,en
Action Comedy Sci-Fi,tank girl,Action Comedy Sci-Fi Rachel Talalay Naomi Watts Lori Petty Jeff Kober,en
Comedy Crime,king's ransom,Comedy Crime Jeffrey W. Byrd Donald Faison Loretta Devine Regina Hall,en
Drama Mystery Sci-Fi Thriller,blindness,Drama Mystery Sci-Fi Thriller Fernando Meirelles Don McKellar Joe Pingue Yûsuke Iseya,en
Action Adventure Fantasy Horror,bloodrayne,Action Adventure Fantasy Horror Uwe Boll Meat Loaf Udo Kier Michael Paré,en
Comedy Drama,carnage,Comedy Drama Roman Polanski Kate Winslet Christoph Waltz Julie Adams,en
Crime Drama Mystery Thriller,where the truth lies,Crime Drama Mystery Thriller Atom Egoyan Colin Firth Alison Lohman Rachel Blanchard,en
Fantasy,cirque du soleil: worlds away,Fantasy Andrew Adamson Dallas Barnett Erica Linz Igor Zaripov,en
Biography Drama Sport,without limits,Biography Drama Sport Robert Towne Billy Burke Monica Potter Billy Crudup,en
Drama,me and orson welles,Drama Richard Linklater Zoe Kazan Aidan McArdle James Tupper,en
Crime Drama Mystery Romance,the best offer,Crime Drama Mystery Romance Giuseppe Tornatore Jim Sturgess Sean Buchanan Liya Kebede,en
Crime Drama,bad lieutenant: port of call new orleans,Crime Drama Werner Herzog Nicolas Cage Shea Whigham Shawn Hatosy,en
Adventure Animation Family,a turtle's tale: sammy's adventures,Adventure Animation Family Ben Stassen Ed Begley Jr. Jenny McCarthy Stacy Keach,en
